ModelName,Response,Corr,Trial,CorrRes,Duration,Feedback,View,Noise
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,0,15,1,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,1,16,2,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,3,0,17,1,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,3,1,18,3,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,1,1,19,1,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,1,1,20,1,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,1,0,21,2,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,0,22,1,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,1,0,23,3,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,3,1,24,3,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,1,25,2,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,3,1,26,3,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,1,27,2,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,0,28,1,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,3,1,29,3,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,3,0,30,2,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,1,0,31,3,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,1,32,2,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,1,1,33,1,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,0,34,3,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,1,1,35,1,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,1,0,36,2,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,3,1,37,3,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,0,38,1,750,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,3,0,39,2,750,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,0,40,3,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,3,1,41,3,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,1,1,42,1,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,3,0,43,1,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,0,44,3,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,3,1,45,3,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,0,46,3,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,1,47,2,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,1,0,48,3,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,0,49,1,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,2,1,50,2,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_ft1k_s/feature_vector,3,0,51,2,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,1,1,1,1000,1,s,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,1,2,1,1000,1,s,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,0,3,3,1000,1,s,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,1,4,1,300,0,s,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,1,5,3,300,0,s,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,1,6,3,300,0,s,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,1,7,1,300,0,s,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,1,8,3,300,0,s,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,9,2,300,0,s,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,10,2,300,0,s,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,11,2,300,0,s,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,1,12,1,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,1,13,3,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,14,2,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,1,15,1,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,16,2,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,0,17,1,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,0,18,3,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,1,19,1,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,0,20,1,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,0,21,2,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,1,22,1,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,1,23,3,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,0,24,3,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,25,2,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,1,26,3,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,27,2,500,0,d,n
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,1,28,1,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,1,29,3,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,30,2,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,1,31,3,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,32,2,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,0,33,1,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,1,34,3,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,1,35,1,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,36,2,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,1,37,3,750,0,s,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,1,38,1,750,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,0,39,2,750,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,0,40,3,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,0,41,3,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,0,42,1,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,1,43,1,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,1,44,3,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,1,0,45,3,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,0,46,3,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,47,2,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,3,1,48,3,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,0,49,1,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,50,2,1000,0,d,y
imagenet/efficientnet_v2_imagenet21k_l/feature_vector,2,1,51,2,1000,0,d,y
bit/s-r50x1,1,1,1,1,1000,1,s,n
bit/s-r50x1,1,1,2,1,1000,1,s,n
bit/s-r50x1,3,1,3,3,1000,1,s,n
bit/s-r50x1,1,1,4,1,300,0,s,n
bit/s-r50x1,3,1,5,3,300,0,s,n
bit/s-r50x1,3,1,6,3,300,0,s,n
bit/s-r50x1,1,1,7,1,300,0,s,n
bit/s-r50x1,3,1,8,3,300,0,s,n
bit/s-r50x1,2,1,9,2,300,0,s,n
bit/s-r50x1,2,1,10,2,300,0,s,n
bit/s-r50x1,2,1,11,2,300,0,s,n
bit/s-r50x1,1,1,12,1,500,0,d,n
bit/s-r50x1,3,1,13,3,500,0,d,n
bit/s-r50x1,2,1,14,2,500,0,d,n
bit/s-r50x1,1,1,15,1,500,0,d,n
bit/s-r50x1,2,1,16,2,500,0,d,n
bit/s-r50x1,3,0,17,1,500,0,d,n
bit/s-r50x1,3,1,18,3,500,0,d,n
bit/s-r50x1,1,1,19,1,500,0,d,n
bit/s-r50x1,1,1,20,1,500,0,d,n
bit/s-r50x1,3,0,21,2,500,0,d,n
bit/s-r50x1,1,1,22,1,500,0,d,n
bit/s-r50x1,3,1,23,3,500,0,d,n
bit/s-r50x1,3,1,24,3,500,0,d,n
bit/s-r50x1,2,1,25,2,500,0,d,n
bit/s-r50x1,3,1,26,3,500,0,d,n
bit/s-r50x1,2,1,27,2,500,0,d,n
bit/s-r50x1,3,0,28,1,750,0,s,y
bit/s-r50x1,3,1,29,3,750,0,s,y
bit/s-r50x1,1,0,30,2,750,0,s,y
bit/s-r50x1,3,1,31,3,750,0,s,y
bit/s-r50x1,3,0,32,2,750,0,s,y
bit/s-r50x1,3,0,33,1,750,0,s,y
bit/s-r50x1,3,1,34,3,750,0,s,y
bit/s-r50x1,1,1,35,1,750,0,s,y
bit/s-r50x1,3,0,36,2,750,0,s,y
bit/s-r50x1,3,1,37,3,750,0,s,y
bit/s-r50x1,1,1,38,1,750,0,d,y
bit/s-r50x1,1,0,39,2,750,0,d,y
bit/s-r50x1,2,0,40,3,1000,0,d,y
bit/s-r50x1,1,0,41,3,1000,0,d,y
bit/s-r50x1,1,1,42,1,1000,0,d,y
bit/s-r50x1,1,1,43,1,1000,0,d,y
bit/s-r50x1,2,0,44,3,1000,0,d,y
bit/s-r50x1,3,1,45,3,1000,0,d,y
bit/s-r50x1,3,1,46,3,1000,0,d,y
bit/s-r50x1,2,1,47,2,1000,0,d,y
bit/s-r50x1,2,0,48,3,1000,0,d,y
bit/s-r50x1,1,1,49,1,1000,0,d,y
bit/s-r50x1,2,1,50,2,1000,0,d,y
bit/s-r50x1,1,0,51,2,1000,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,1,1,1000,1,s,n
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,2,1,1000,1,s,n
imagenet/mobilenet_v3_small_075_224/feature_vector,2,0,3,3,1000,1,s,n
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,4,1,300,0,s,n
imagenet/mobilenet_v3_small_075_224/feature_vector,3,1,5,3,300,0,s,n
imagenet/mobilenet_v3_small_075_224/feature_vector,3,1,6,3,300,0,s,n
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,7,1,300,0,s,n
imagenet/mobilenet_v3_small_075_224/feature_vector,3,1,8,3,300,0,s,n
imagenet/mobilenet_v3_small_075_224/feature_vector,2,1,9,2,300,0,s,n
imagenet/mobilenet_v3_small_075_224/feature_vector,2,1,10,2,300,0,s,n
imagenet/mobilenet_v3_small_075_224/feature_vector,2,1,11,2,300,0,s,n
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,12,1,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,1,0,13,3,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,1,0,14,2,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,15,1,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,2,1,16,2,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,17,1,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,3,1,18,3,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,19,1,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,2,0,20,1,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,3,0,21,2,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,22,1,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,3,1,23,3,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,3,1,24,3,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,2,1,25,2,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,3,1,26,3,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,1,0,27,2,500,0,d,n
imagenet/mobilenet_v3_small_075_224/feature_vector,2,0,28,1,750,0,s,y
imagenet/mobilenet_v3_small_075_224/feature_vector,3,1,29,3,750,0,s,y
imagenet/mobilenet_v3_small_075_224/feature_vector,2,1,30,2,750,0,s,y
imagenet/mobilenet_v3_small_075_224/feature_vector,1,0,31,3,750,0,s,y
imagenet/mobilenet_v3_small_075_224/feature_vector,2,1,32,2,750,0,s,y
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,33,1,750,0,s,y
imagenet/mobilenet_v3_small_075_224/feature_vector,1,0,34,3,750,0,s,y
imagenet/mobilenet_v3_small_075_224/feature_vector,3,0,35,1,750,0,s,y
imagenet/mobilenet_v3_small_075_224/feature_vector,2,1,36,2,750,0,s,y
imagenet/mobilenet_v3_small_075_224/feature_vector,2,0,37,3,750,0,s,y
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,38,1,750,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,1,0,39,2,750,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,2,0,40,3,1000,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,2,0,41,3,1000,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,42,1,1000,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,43,1,1000,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,2,0,44,3,1000,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,3,1,45,3,1000,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,3,1,46,3,1000,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,2,1,47,2,1000,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,2,0,48,3,1000,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,1,1,49,1,1000,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,3,0,50,2,1000,0,d,y
imagenet/mobilenet_v3_small_075_224/feature_vector,2,1,51,2,1000,0,d,y
bit/m-r101x1,1,1,1,1,1000,1,s,n
bit/m-r101x1,1,1,2,1,1000,1,s,n
bit/m-r101x1,3,1,3,3,1000,1,s,n
bit/m-r101x1,1,1,4,1,300,0,s,n
bit/m-r101x1,3,1,5,3,300,0,s,n
bit/m-r101x1,3,1,6,3,300,0,s,n
bit/m-r101x1,1,1,7,1,300,0,s,n
bit/m-r101x1,3,1,8,3,300,0,s,n
bit/m-r101x1,2,1,9,2,300,0,s,n
bit/m-r101x1,2,1,10,2,300,0,s,n
bit/m-r101x1,2,1,11,2,300,0,s,n
bit/m-r101x1,1,1,12,1,500,0,d,n
bit/m-r101x1,3,1,13,3,500,0,d,n
bit/m-r101x1,2,1,14,2,500,0,d,n
bit/m-r101x1,2,0,15,1,500,0,d,n
bit/m-r101x1,2,1,16,2,500,0,d,n
bit/m-r101x1,1,1,17,1,500,0,d,n
bit/m-r101x1,3,1,18,3,500,0,d,n
bit/m-r101x1,1,1,19,1,500,0,d,n
bit/m-r101x1,1,1,20,1,500,0,d,n
bit/m-r101x1,2,1,21,2,500,0,d,n
bit/m-r101x1,1,1,22,1,500,0,d,n
bit/m-r101x1,3,1,23,3,500,0,d,n
bit/m-r101x1,3,1,24,3,500,0,d,n
bit/m-r101x1,2,1,25,2,500,0,d,n
bit/m-r101x1,3,1,26,3,500,0,d,n
bit/m-r101x1,2,1,27,2,500,0,d,n
bit/m-r101x1,2,0,28,1,750,0,s,y
bit/m-r101x1,3,1,29,3,750,0,s,y
bit/m-r101x1,2,1,30,2,750,0,s,y
bit/m-r101x1,3,1,31,3,750,0,s,y
bit/m-r101x1,2,1,32,2,750,0,s,y
bit/m-r101x1,1,1,33,1,750,0,s,y
bit/m-r101x1,1,0,34,3,750,0,s,y
bit/m-r101x1,1,1,35,1,750,0,s,y
bit/m-r101x1,2,1,36,2,750,0,s,y
bit/m-r101x1,1,0,37,3,750,0,s,y
bit/m-r101x1,1,1,38,1,750,0,d,y
bit/m-r101x1,1,0,39,2,750,0,d,y
bit/m-r101x1,1,0,40,3,1000,0,d,y
bit/m-r101x1,1,0,41,3,1000,0,d,y
bit/m-r101x1,2,0,42,1,1000,0,d,y
bit/m-r101x1,3,0,43,1,1000,0,d,y
bit/m-r101x1,2,0,44,3,1000,0,d,y
bit/m-r101x1,1,0,45,3,1000,0,d,y
bit/m-r101x1,1,0,46,3,1000,0,d,y
bit/m-r101x1,3,0,47,2,1000,0,d,y
bit/m-r101x1,2,0,48,3,1000,0,d,y
bit/m-r101x1,2,0,49,1,1000,0,d,y
bit/m-r101x1,1,0,50,2,1000,0,d,y
bit/m-r101x1,3,0,51,2,1000,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,1,1,1,1,1000,1,s,n
imagenet/mobilenet_v2_140_224/feature_vector,1,1,2,1,1000,1,s,n
imagenet/mobilenet_v2_140_224/feature_vector,3,1,3,3,1000,1,s,n
imagenet/mobilenet_v2_140_224/feature_vector,1,1,4,1,300,0,s,n
imagenet/mobilenet_v2_140_224/feature_vector,3,1,5,3,300,0,s,n
imagenet/mobilenet_v2_140_224/feature_vector,3,1,6,3,300,0,s,n
imagenet/mobilenet_v2_140_224/feature_vector,1,1,7,1,300,0,s,n
imagenet/mobilenet_v2_140_224/feature_vector,3,1,8,3,300,0,s,n
imagenet/mobilenet_v2_140_224/feature_vector,2,1,9,2,300,0,s,n
imagenet/mobilenet_v2_140_224/feature_vector,2,1,10,2,300,0,s,n
imagenet/mobilenet_v2_140_224/feature_vector,2,1,11,2,300,0,s,n
imagenet/mobilenet_v2_140_224/feature_vector,1,1,12,1,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,3,1,13,3,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,2,1,14,2,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,1,1,15,1,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,3,0,16,2,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,3,0,17,1,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,3,1,18,3,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,1,1,19,1,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,2,0,20,1,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,1,0,21,2,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,1,1,22,1,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,3,1,23,3,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,3,1,24,3,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,2,1,25,2,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,3,1,26,3,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,2,1,27,2,500,0,d,n
imagenet/mobilenet_v2_140_224/feature_vector,1,1,28,1,750,0,s,y
imagenet/mobilenet_v2_140_224/feature_vector,3,1,29,3,750,0,s,y
imagenet/mobilenet_v2_140_224/feature_vector,1,0,30,2,750,0,s,y
imagenet/mobilenet_v2_140_224/feature_vector,3,1,31,3,750,0,s,y
imagenet/mobilenet_v2_140_224/feature_vector,1,0,32,2,750,0,s,y
imagenet/mobilenet_v2_140_224/feature_vector,1,1,33,1,750,0,s,y
imagenet/mobilenet_v2_140_224/feature_vector,2,0,34,3,750,0,s,y
imagenet/mobilenet_v2_140_224/feature_vector,1,1,35,1,750,0,s,y
imagenet/mobilenet_v2_140_224/feature_vector,2,1,36,2,750,0,s,y
imagenet/mobilenet_v2_140_224/feature_vector,3,1,37,3,750,0,s,y
imagenet/mobilenet_v2_140_224/feature_vector,1,1,38,1,750,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,1,0,39,2,750,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,3,1,40,3,1000,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,1,0,41,3,1000,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,2,0,42,1,1000,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,1,1,43,1,1000,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,3,1,44,3,1000,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,3,1,45,3,1000,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,1,0,46,3,1000,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,2,1,47,2,1000,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,1,0,48,3,1000,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,1,1,49,1,1000,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,2,1,50,2,1000,0,d,y
imagenet/mobilenet_v2_140_224/feature_vector,2,1,51,2,1000,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,1,1,1,1,1000,1,s,n
imagenet/mobilenet_v3_small_100_224/feature_vector,1,1,2,1,1000,1,s,n
imagenet/mobilenet_v3_small_100_224/feature_vector,1,0,3,3,1000,1,s,n
imagenet/mobilenet_v3_small_100_224/feature_vector,1,1,4,1,300,0,s,n
imagenet/mobilenet_v3_small_100_224/feature_vector,3,1,5,3,300,0,s,n
imagenet/mobilenet_v3_small_100_224/feature_vector,3,1,6,3,300,0,s,n
imagenet/mobilenet_v3_small_100_224/feature_vector,1,1,7,1,300,0,s,n
imagenet/mobilenet_v3_small_100_224/feature_vector,3,1,8,3,300,0,s,n
imagenet/mobilenet_v3_small_100_224/feature_vector,2,1,9,2,300,0,s,n
imagenet/mobilenet_v3_small_100_224/feature_vector,2,1,10,2,300,0,s,n
imagenet/mobilenet_v3_small_100_224/feature_vector,2,1,11,2,300,0,s,n
imagenet/mobilenet_v3_small_100_224/feature_vector,1,1,12,1,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,1,0,13,3,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,1,0,14,2,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,1,1,15,1,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,3,0,16,2,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,1,1,17,1,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,3,1,18,3,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,1,1,19,1,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,20,1,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,2,1,21,2,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,1,1,22,1,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,3,1,23,3,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,3,1,24,3,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,2,1,25,2,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,26,3,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,2,1,27,2,500,0,d,n
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,28,1,750,0,s,y
imagenet/mobilenet_v3_small_100_224/feature_vector,3,1,29,3,750,0,s,y
imagenet/mobilenet_v3_small_100_224/feature_vector,3,0,30,2,750,0,s,y
imagenet/mobilenet_v3_small_100_224/feature_vector,1,0,31,3,750,0,s,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,1,32,2,750,0,s,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,33,1,750,0,s,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,34,3,750,0,s,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,35,1,750,0,s,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,1,36,2,750,0,s,y
imagenet/mobilenet_v3_small_100_224/feature_vector,3,1,37,3,750,0,s,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,38,1,750,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,1,0,39,2,750,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,1,0,40,3,1000,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,41,3,1000,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,3,0,42,1,1000,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,3,0,43,1,1000,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,44,3,1000,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,45,3,1000,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,46,3,1000,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,3,0,47,2,1000,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,48,3,1000,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,0,49,1,1000,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,3,0,50,2,1000,0,d,y
imagenet/mobilenet_v3_small_100_224/feature_vector,2,1,51,2,1000,0,d,y
imagenet/pnasnet_large/feature_vector,1,1,1,1,1000,1,s,n
imagenet/pnasnet_large/feature_vector,1,1,2,1,1000,1,s,n
imagenet/pnasnet_large/feature_vector,1,0,3,3,1000,1,s,n
imagenet/pnasnet_large/feature_vector,1,1,4,1,300,0,s,n
imagenet/pnasnet_large/feature_vector,3,1,5,3,300,0,s,n
imagenet/pnasnet_large/feature_vector,3,1,6,3,300,0,s,n
imagenet/pnasnet_large/feature_vector,1,1,7,1,300,0,s,n
imagenet/pnasnet_large/feature_vector,3,1,8,3,300,0,s,n
imagenet/pnasnet_large/feature_vector,2,1,9,2,300,0,s,n
imagenet/pnasnet_large/feature_vector,2,1,10,2,300,0,s,n
imagenet/pnasnet_large/feature_vector,2,1,11,2,300,0,s,n
imagenet/pnasnet_large/feature_vector,1,1,12,1,500,0,d,n
imagenet/pnasnet_large/feature_vector,2,0,13,3,500,0,d,n
imagenet/pnasnet_large/feature_vector,2,1,14,2,500,0,d,n
imagenet/pnasnet_large/feature_vector,2,0,15,1,500,0,d,n
imagenet/pnasnet_large/feature_vector,2,1,16,2,500,0,d,n
imagenet/pnasnet_large/feature_vector,3,0,17,1,500,0,d,n
imagenet/pnasnet_large/feature_vector,1,0,18,3,500,0,d,n
imagenet/pnasnet_large/feature_vector,1,1,19,1,500,0,d,n
imagenet/pnasnet_large/feature_vector,1,1,20,1,500,0,d,n
imagenet/pnasnet_large/feature_vector,2,1,21,2,500,0,d,n
